variant,coverage,runs,params,acc_dec,precision_dec,recall_dec,f1_dec,acc_bub,decisions,bubbles
emb256_g32_e32_mean,20,5,16449,0.5869115958668197,0.5900808568598844,0.9968248970268384,0.7410385077645738,0.5707440100882724,4355,3965
emb256_g32_e64_mean,20,5,18721,0.6039035591274398,0.6071720042895967,0.9968079127288195,0.7542963776974557,0.5857472442963343,4355,3901
emb256_g32_e128_mean,20,5,23265,0.6179104477611941,0.6218526097300432,0.9981622179310213,0.7659084943152245,0.5994955863808323,4355,3965
emb256_g32_e256_mean,20,5,32353,0.6091848450057405,0.6131178346202825,0.9977110626774077,0.7589171915206041,0.5901639344262295,4355,3965
emb256_g64_e8_mean,20,5,26617,0.6146957520091848,0.6176510476925676,0.994653253346498,0.761476835187674,0.6020176544766709,4355,3965
emb256_g64_e16_mean,20,5,27697,0.5944890929965557,0.5988088634942713,0.9977134207052538,0.7478538488005957,0.5813366960907944,4355,3965
emb256_g64_e32_mean,20,5,29857,0.5979334098737084,0.6014200125461405,0.9965232496329233,0.7497617210283322,0.5833543505674653,4355,3965
emb256_g64_e64_mean,20,5,34177,0.5974741676234213,0.6006754735031204,0.9965407150574636,0.749287259049897,0.5843631778058007,4355,3965
emb256_g64_e128_mean,20,5,42817,0.6045924225028703,0.6075100890928727,0.9957633675571177,0.7542242826427737,0.5896595208070617,4355,3965
emb256_g64_e256_mean,20,5,60097,0.6011481056257175,0.6035477652559078,0.996096311691167,0.7513434655235903,0.5848675914249685,4355,3965
emb256_g128_e8_mean,20,5,56505,0.5928817451205511,0.5966844537378142,0.9968526497328443,0.7462327470207056,0.5778005639579595,4355,3901
emb256_g128_e16_mean,20,5,58609,0.5938002296211251,0.5970516446114636,0.9971626701732063,0.7464591077456691,0.5800756620428752,4355,3965
emb256_g128_e32_mean,20,5,62817,0.5972445464982779,0.600666614204755,0.9969108715867918,0.7493073966314924,0.5808322824716268,4355,3965
emb256_g128_e64_mean,20,5,71233,0.5970149253731343,0.6003742032398898,0.996795736379194,0.7491236664992631,0.5831021437578815,4355,3965
emb256_g128_e128_mean,20,5,88065,0.5988518943742824,0.6018834798734093,0.9964918574366427,0.7501762127093609,0.5863808322824716,4355,3965
emb256_g128_e256_mean,20,5,121729,0.6,0.60318725780696,0.9965111092969178,0.7513587625250314,0.5863808322824716,4355,3965
emb256_g256_e8_mean,20,5,140857,0.5717566016073479,0.5746089880992914,0.99539771207451,0.7277016631765366,0.5576292559899118,4355,3965
emb256_g256_e16_mean,20,5,145009,0.5898966704936854,0.5935546616758002,0.9975235065440645,0.7438843341094226,0.5780580075662043,4355,3965
emb256_g256_e32_mean,20,5,153313,0.59150401836969,0.5941284850713575,0.9958905404054929,0.7437434978047643,0.578562421185372,4355,3965
emb256_g256_e64_mean,20,5,169921,0.6,0.6038118676321342,0.9977075947063749,0.7516849155653812,0.5863808322824716,4355,3965
emb256_g256_e128_mean,20,5,203137,0.5979334098737084,0.6006412238182731,0.9957239005196687,0.7488608019408594,0.5841109709962169,4355,3965
emb256_g256_e256_mean,20,5,269569,0.6050516647531573,0.6083040345411531,0.996810737058881,0.7548658926825751,0.5931904161412358,4355,3965
